CABra dataset - Streamflow attributes

q is the daily streamflow. 
q_mean, q_1, q_5, q_95, and q_99 are long-term mean of q, 1st quantile of q (very-low flow), 5th quantile of q (low flow), 95th quantile of q (hig-flow), and 99th quantile of q (very-high flow), respectively.
q_lf, q_ld, q_hf, and q_hd are the frequency and duration of low flow and high flow events, respectively. q_zero is the frequency of zero flow. q_hfd is the half-flow day.
q_cv, q_lcv, and q_hcv are the coefficient of variation of mean flow, low flow, and high flow, respectively.
q_elasticity, fdc_slope, baseflow_index, and runoff_coef are the streamflow elasticity, slope of the flow duration curve, the baseflow index, and the runoff coefficient of the catchment, respectively.
 
  CABra ID	     ANA ID	   q_mean	      q_1	      q_5	     q_95	     q_99	       q_lf	     q_ld	        q_hf	     q_hd	    q_hfd	      q_zero	     q_cv	    q_lcv	    q_hcv	    q_elasticity	       fdc_slope	  baseflow_index	     runoff_coef
          	           	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 days year¯¹	     days	 days year¯¹	     days	      DOY	 days year¯¹	         	         	         	                	                	                	                
       726	   76100000	     2.35	     0.09	     0.20	     9.04	    25.85	          16	        9	          20	        4	      215	           0	     0.43	     0.69	     0.41	            0.04	           -2.55	           81.77	            0.47
       727	   76300000	     1.70	     0.02	     0.06	     6.66	    12.50	          54	       16	          18	        5	      205	           0	     0.57	     1.09	     0.56	           -0.97	           -3.99	           77.78	            0.40
       728	   76440000	     2.69	     0.05	     0.17	     9.20	    20.37	          34	        7	           9	        3	      213	           0	     0.35	     0.88	     0.40	           -0.08	           -3.36	           78.73	            0.53
       729	   76460000	     3.28	     0.04	     0.14	    12.23	    39.86	          39	       10	          20	        2	      192	           0	     0.54	     1.07	     0.66	           -0.36	           -2.75	           81.65	            0.62
       730	   81380000	     1.68	     0.57	     0.69	     3.84	     6.89	           0	        0	           1	        2	      167	           0	     0.38	     0.52	     0.48	            0.00	           -1.22	           88.75	            0.37
       731	   81683000	     1.97	     0.73	     0.89	     4.23	     6.07	           0	        0	           0	        0	      162	           0	     0.26	     0.20	     0.30	            0.71	           -1.19	           89.15	            0.41
       732	   84950000	     3.67	     0.15	     0.34	    13.95	    32.39	          16	        4	          18	        2	      157	           0	     0.30	     0.60	     0.40	           -0.17	           -3.03	           77.05	            0.71
       733	   87160000	     2.16	     0.11	     0.23	     7.34	    18.35	          16	        6	          12	        2	      219	           0	     0.35	     0.53	     0.45	           -0.97	           -2.71	           80.54	            0.42
       734	   87399000	     1.40	     0.10	     0.15	     4.75	     6.55	          22	        8	           2	        2	      246	           0	     0.34	     0.49	     0.27	           -0.30	           -3.37	           82.30	            0.34
       735	   87400000	     2.02	     0.12	     0.19	     6.44	    10.57	          33	       11	           2	        2	      244	           0	     0.36	     0.89	     0.34	           -0.23	           -2.99	           83.15	            0.49
