CABra dataset - Land-cover attributes
 
cover_main is the most common land-cover class in the catchment.
cover_bare, cover_forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban, cover_snow are the fraction of cover of bare soil, forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban area and cover_snow in the catchment.
cover_waterp and cover_waters are the fraction of cover of permanent and seasonal water in the catchment.
ndvi_djf, ndvi_mam, ndvi_jja and ndvi_son are the NDVI values for summer, fall, winter and spring, respectively.
 
  CABra ID	     ANA ID	 cover_main	 cover_bare	  cover_forest	 cover_crops	 cover_grass	 cover_moss	 cover_shrub	 cover_urban	 cover_snow	  cover_waterp	  cover_waters	   ndvi_djf	   ndvi_mam	   ndvi_jja	   ndvi_son
       166	   42980000	      grass	      0.596	        21.417	     12.881	     41.364	      0.000	     23.354	      0.201	      0.000	         0.188	         0.270	      0.715	      0.703	      0.648	      0.575
       167	   43200000	      grass	      0.827	        24.419	      8.717	     42.965	      0.000	     21.683	      0.926	      0.000	         0.462	         0.360	      0.707	      0.699	      0.639	      0.565
       168	   43429998	      grass	      0.550	        15.836	     14.477	     43.137	      0.000	     25.915	      0.065	      0.000	         0.020	         0.081	      0.713	      0.623	      0.737	      0.808
       169	   43670000	      grass	      0.492	        17.223	     14.787	     42.057	      0.000	     25.313	      0.074	      0.000	         0.054	         0.102	      0.563	      0.567	      0.501	      0.504
       170	   43880000	      grass	      0.502	        17.700	     13.456	     42.713	      0.000	     25.498	      0.070	      0.000	         0.060	         0.103	      0.658	      0.643	      0.572	      0.569
       171	   44200000	      grass	      0.769	        23.491	      9.211	     43.002	      0.000	     22.325	      0.789	      0.000	         0.413	         0.322	      0.791	      0.802	      0.775	      0.745
       172	   44250000	      grass	      0.169	        18.513	      2.001	     41.370	      0.000	     37.911	      0.036	      0.000	         0.000	         0.003	      0.783	      0.711	      0.665	      0.671
       173	   44290002	      grass	      0.743	        23.410	      8.937	     42.950	      0.000	     22.795	      0.756	      0.000	         0.409	         0.316	      0.762	      0.694	      0.662	      0.636
       174	   44500000	      grass	      0.727	        23.657	      8.864	     42.525	      0.000	     23.072	      0.734	      0.000	         0.420	         0.313	      0.665	      0.716	      0.614	      0.514
       175	   44540000	      grass	      0.186	        25.875	      5.772	     36.872	      0.000	     31.223	      0.069	      0.000	         0.003	         0.009	      0.672	      0.708	      0.620	      0.534
       176	   44670000	      grass	      0.728	        21.519	     11.507	     38.885	      0.000	     26.747	      0.591	      0.000	         0.024	         0.060	      0.588	      0.616	      0.500	      0.421
       177	   45210000	      grass	      0.156	        15.104	      3.860	     42.076	      0.000	     38.778	      0.025	      0.000	         0.001	         0.008	      0.661	      0.650	      0.641	      0.628
       178	   45260000	      grass	      0.145	        16.847	      3.724	     41.278	      0.000	     37.965	      0.038	      0.000	         0.002	         0.012	      0.708	      0.696	      0.658	      0.661
       179	   45298000	      grass	      0.672	        22.882	      8.798	     41.751	      0.000	     24.908	      0.632	      0.000	         0.357	         0.264	      0.647	      0.684	      0.547	      0.448
       180	   45480000	      grass	      0.662	        22.727	      8.946	     41.373	      0.000	     25.322	      0.608	      0.000	         0.363	         0.260	      0.673	      0.660	      0.574	      0.615
       181	   45910001	      grass	      0.179	        16.851	     15.486	     35.115	      0.000	     32.316	      0.042	      0.000	         0.012	         0.008	      0.696	      0.678	      0.646	      0.642
       182	   45960001	      grass	      0.179	        17.713	     15.009	     34.926	      0.000	     32.099	      0.059	      0.000	         0.016	         0.012	      0.698	      0.687	      0.624	      0.632
       183	   46035000	      grass	      0.606	        22.312	      9.600	     40.552	      0.000	     26.053	      0.546	      0.000	         0.332	         0.234	      0.791	      0.815	      0.767	      0.754
       184	   46105000	      grass	      0.606	        22.316	      9.610	     40.527	      0.000	     26.062	      0.544	      0.000	         0.335	         0.234	      0.816	      0.840	      0.838	      0.787
       185	   46150000	      grass	      0.588	        22.699	      9.444	     39.913	      0.000	     26.504	      0.522	      0.000	         0.331	         0.228	      0.795	      0.821	      0.783	      0.761
       186	   46360000	      grass	      0.575	        22.974	      9.127	     39.177	      0.000	     27.326	      0.495	      0.000	         0.325	         0.222	      0.812	      0.810	      0.761	      0.739
       187	   46550000	      grass	      0.171	        19.156	     24.286	     30.445	      0.000	     25.853	      0.082	      0.000	         0.007	         0.026	      0.808	      0.765	      0.672	      0.645
       188	   46610000	      grass	      0.234	        16.880	     27.192	     30.385	      0.000	     25.123	      0.174	      0.000	         0.012	         0.029	      0.771	      0.767	      0.677	      0.678
       189	   46650000	      grass	      0.228	        18.189	     25.507	     30.565	      0.000	     25.322	      0.170	      0.000	         0.019	         0.047	      0.693	      0.733	      0.695	      0.615
       190	   46675000	      grass	      0.221	        19.277	     24.136	     30.511	      0.000	     25.671	      0.162	      0.000	         0.021	         0.061	      0.758	      0.746	      0.663	      0.677
       191	   46790000	      crops	      0.176	        13.660	     31.590	     30.112	      0.000	     24.444	      0.017	      0.000	         0.001	         0.005	      0.760	      0.747	      0.665	      0.679
       192	   46830000	      grass	      0.144	        19.360	     25.129	     28.617	      0.000	     26.727	      0.023	      0.000	         0.001	         0.008	      0.782	      0.783	      0.699	      0.696
       193	   46870000	      shrub	      0.127	        22.817	     21.276	     27.805	      0.000	     27.929	      0.043	      0.000	         0.002	         0.018	      0.703	      0.705	      0.623	      0.633
       194	   46902000	      grass	      0.173	        21.871	     21.072	     29.184	      0.000	     27.578	      0.107	      0.000	         0.015	         0.054	      0.705	      0.710	      0.629	      0.639
       195	   48020000	      grass	      0.645	        21.984	      9.878	     35.839	      0.000	     30.759	      0.368	      0.000	         0.526	         0.267	      0.699	      0.735	      0.676	      0.573
       196	   48290000	      grass	      0.653	        21.644	      9.682	     35.768	      0.000	     31.362	      0.363	      0.000	         0.528	         0.263	      0.702	      0.738	      0.689	      0.593
       197	   48590000	      grass	      0.651	        21.340	      9.568	     35.560	      0.000	     32.012	      0.354	      0.000	         0.516	         0.260	      0.732	      0.758	      0.747	      0.670
       198	   49330000	      grass	      0.680	        20.784	      9.146	     35.311	      0.000	     33.133	      0.343	      0.000	         0.604	         0.253	      0.735	      0.743	      0.831	      0.805
       199	   49370000	      grass	      0.683	        20.714	      9.181	     35.369	      0.000	     33.109	      0.342	      0.000	         0.602	         0.251	      0.734	      0.757	      0.756	      0.677
       200	   49660000	      grass	      0.680	        20.544	      9.278	     35.463	      0.000	     33.096	      0.344	      0.000	         0.595	         0.248	      0.732	      0.754	      0.764	      0.683
       201	   49705000	      grass	      0.680	        20.535	      9.282	     35.470	      0.000	     33.091	      0.345	      0.000	         0.597	         0.249	      0.760	      0.783	      0.874	      0.807
       202	   50191000	      shrub	      0.303	        15.121	      9.119	     36.276	      0.000	     38.897	      0.209	      0.000	         0.074	         0.066	      0.638	      0.671	      0.822	      0.643
       203	   50250000	      grass	      0.222	        16.854	     15.658	     40.958	      0.000	     25.838	      0.454	      0.000	         0.016	         0.027	      0.688	      0.728	      0.539	      0.464
       204	   50290000	      grass	      0.355	        20.022	     12.990	     40.466	      0.000	     25.584	      0.570	      0.000	         0.012	         0.037	      0.684	      0.726	      0.539	      0.457
       205	   50420000	      grass	      0.336	        30.036	      3.480	     34.610	      0.000	     30.766	      0.753	      0.000	         0.019	         0.046	      0.664	      0.704	      0.555	      0.456
       206	   50465000	      grass	      0.377	        22.644	      8.362	     40.081	      0.000	     28.010	      0.436	      0.000	         0.089	         0.078	      0.645	      0.676	      0.493	      0.388
       207	   50520000	      grass	      0.389	        18.389	      9.053	     40.432	      0.000	     31.315	      0.344	      0.000	         0.078	         0.074	      0.657	      0.688	      0.520	      0.416
       208	   50540000	      grass	      0.453	        18.018	      9.399	     40.828	      0.000	     30.872	      0.357	      0.000	         0.074	         0.073	      0.652	      0.670	      0.535	      0.431
       209	   50595000	      grass	      0.413	        18.281	      9.360	     40.767	      0.000	     30.784	      0.336	      0.000	         0.059	         0.063	      0.662	      0.682	      0.546	      0.442
       210	   50620000	      grass	      0.309	        17.598	     13.404	     40.715	      0.000	     27.538	      0.436	      0.000	         0.001	         0.023	      0.658	      0.686	      0.528	      0.424
       211	   50660000	      grass	      0.385	        23.110	     10.593	     39.224	      0.000	     26.193	      0.490	      0.000	         0.006	         0.026	      0.668	      0.709	      0.560	      0.465
       212	   50720000	      grass	      0.414	        19.442	      9.070	     38.978	      0.000	     28.738	      3.357	      0.000	         0.001	         0.096	      0.650	      0.674	      0.575	      0.478
       213	   50730000	      grass	      0.434	        25.319	      7.837	     38.143	      0.000	     27.671	      0.596	      0.000	         0.000	         0.004	      0.662	      0.695	      0.553	      0.453
       214	   50740000	      grass	      0.509	        29.595	      7.800	     37.197	      0.000	     24.615	      0.241	      0.000	         0.042	         0.047	      0.500	      0.523	      0.479	      0.380
       215	   51120000	      grass	      1.012	        21.161	      7.030	     42.713	      0.000	     27.710	      0.100	      0.000	         0.275	         0.128	      0.644	      0.670	      0.569	      0.462
       216	   51140000	      grass	      0.623	        26.303	      3.940	     36.884	      0.000	     32.073	      0.176	      0.000	         0.001	         0.006	      0.644	      0.670	      0.572	      0.464
       217	   51170000	     forest	      0.515	        36.816	      6.164	     33.875	      0.000	     22.461	      0.164	      0.000	         0.006	         0.020	      0.637	      0.685	      0.537	      0.457
       218	   51190000	      grass	      0.560	        31.198	      4.334	     35.373	      0.000	     28.358	      0.174	      0.000	         0.003	         0.015	      0.627	      0.675	      0.531	      0.448
       219	   51230000	     forest	      0.205	        36.410	      2.472	     34.556	      0.000	     26.284	      0.071	      0.000	         0.001	         0.020	      0.621	      0.662	      0.538	      0.446
       220	   51240000	      grass	      0.546	        29.513	      4.888	     36.571	      0.000	     28.288	      0.150	      0.000	         0.044	         0.059	      0.634	      0.679	      0.543	      0.453
       221	   51280000	      grass	      0.515	        27.066	      5.432	     37.694	      0.000	     29.042	      0.141	      0.000	         0.111	         0.100	      0.645	      0.692	      0.521	      0.444
       222	   51330000	      grass	      0.562	        27.167	      5.942	     38.175	      0.000	     27.905	      0.163	      0.000	         0.087	         0.095	      0.742	      0.748	      0.835	      0.805
       223	   51430000	      grass	      0.549	        24.755	      6.749	     40.478	      0.000	     27.103	      0.240	      0.000	         0.126	         0.085	      0.648	      0.698	      0.522	      0.439
       224	   51440000	      grass	      0.492	        21.116	      7.286	     42.822	      0.000	     27.885	      0.305	      0.000	         0.094	         0.088	      0.638	      0.684	      0.537	      0.449
       225	   51560000	      grass	      2.023	        26.665	      7.576	     37.588	      0.000	     24.729	      1.419	      0.000	         0.000	         0.016	      0.676	      0.717	      0.516	      0.447
       226	   51795000	     forest	      1.140	        51.680	      0.734	     31.599	      0.000	     14.644	      0.203	      0.000	         0.001	         0.020	      0.661	      0.720	      0.503	      0.411
       227	   54010005	      grass	      0.941	        29.527	      1.296	     41.102	      0.000	     26.932	      0.158	      0.000	         0.044	         0.242	      0.656	      0.683	      0.605	      0.493
       228	   54110002	      grass	      0.727	        24.689	      1.566	     43.785	      0.000	     29.197	      0.019	      0.000	         0.017	         0.031	      0.727	      0.737	      0.829	      0.801
       229	   54150000	      grass	      0.812	        30.364	      1.369	     39.669	      0.000	     27.270	      0.106	      0.000	         0.410	         0.301	      0.656	      0.683	      0.610	      0.497
       230	   54165000	      grass	      0.459	        28.965	      1.407	     38.774	      0.000	     30.355	      0.040	      0.000	         0.001	         0.017	      0.693	      0.622	      0.715	      0.777
       231	   54195000	      grass	      0.680	        30.239	      2.832	     37.743	      0.000	     28.063	      0.125	      0.000	         0.318	         0.235	      0.694	      0.612	      0.712	      0.765
       232	   54230000	     forest	      0.426	        46.415	      1.526	     31.607	      0.000	     19.947	      0.079	      0.000	         0.000	         0.014	      0.680	      0.599	      0.708	      0.767
       233	   54260000	     forest	      0.349	        47.178	      2.195	     30.626	      0.000	     19.470	      0.182	      0.000	         0.001	         0.025	      0.656	      0.680	      0.791	      0.671
       234	   54300000	     forest	      0.380	        38.375	      4.000	     35.989	      0.000	     20.502	      0.753	      0.000	         0.001	         0.034	      0.765	      0.705	      0.711	      0.766
       235	   54390000	     forest	      0.335	        43.993	      2.638	     31.582	      0.000	     21.200	      0.248	      0.000	         0.005	         0.059	      0.643	      0.691	      0.781	      0.696
       236	   54500000	     forest	      0.274	        43.388	      3.978	     29.585	      0.000	     22.486	      0.230	      0.000	         0.058	         0.082	      0.634	      0.690	      0.761	      0.638
       237	   54580000	     forest	      0.479	        35.098	      3.731	     33.692	      0.000	     26.617	      0.163	      0.000	         0.220	         0.172	      0.608	      0.663	      0.747	      0.638
       238	   54590000	     forest	      0.292	        41.993	      2.553	     32.017	      0.000	     22.972	      0.172	      0.000	         0.002	         0.009	      0.532	      0.656	      0.712	      0.539
       239	   54710000	     forest	      0.455	        35.607	      3.700	     33.224	      0.000	     26.623	      0.167	      0.000	         0.223	         0.166	      0.652	      0.704	      0.718	      0.522
       240	   54770000	     forest	      0.149	        48.927	      3.828	     26.890	      0.000	     19.996	      0.193	      0.000	         0.017	         0.032	      0.645	      0.709	      0.735	      0.548
       241	   54780000	     forest	      0.415	        37.457	      3.827	     32.841	      0.000	     25.082	      0.170	      0.000	         0.207	         0.150	      0.763	      0.708	      0.718	      0.770
       242	   54950000	     forest	      0.421	        36.479	      4.431	     33.352	      0.000	     24.874	      0.168	      0.000	         0.274	         0.166	      0.644	      0.705	      0.759	      0.597
       243	   55340000	     forest	      0.347	        39.120	      6.624	     37.615	      0.000	     16.168	      0.122	      0.000	         0.004	         0.025	      0.529	      0.575	      0.580	      0.465
       244	   55360000	      grass	      0.356	        31.115	      6.315	     44.420	      0.000	     17.571	      0.099	      0.000	         0.126	         0.058	      0.523	      0.571	      0.571	      0.453
       245	   55370000	      grass	      0.417	        30.348	      9.035	     43.230	      0.000	     16.845	      0.061	      0.000	         0.065	         0.049	      0.563	      0.607	      0.629	      0.492
       246	   55380000	      grass	      0.414	        31.021	      9.142	     42.579	      0.000	     16.729	      0.055	      0.000	         0.059	         0.050	      0.564	      0.609	      0.631	      0.509
       247	   55460000	      grass	      0.263	        24.852	      8.133	     48.641	      0.000	     17.893	      0.217	      0.000	         0.001	         0.010	      0.616	      0.662	      0.684	      0.509
       248	   55490000	      grass	      0.287	        24.530	      8.793	     48.046	      0.000	     18.010	      0.333	      0.000	         0.002	         0.031	      0.622	      0.673	      0.696	      0.516
       249	   55510000	      grass	      0.284	        30.503	     10.568	     37.277	      0.000	     20.856	      0.475	      0.000	         0.037	         0.136	      0.730	      0.714	      0.822	      0.810
       250	   55520001	     forest	      0.252	        53.600	      3.930	     29.647	      0.000	     12.428	      0.127	      0.000	         0.014	         0.033	      0.654	      0.709	      0.750	      0.577
       251	   55560000	     forest	      0.326	        50.553	      3.185	     31.603	      0.000	     14.192	      0.130	      0.000	         0.011	         0.031	      0.659	      0.729	      0.753	      0.547
       252	   55610000	      grass	      0.379	        34.495	      4.123	     40.774	      0.000	     19.196	      0.997	      0.000	         0.036	         0.058	      0.633	      0.692	      0.718	      0.531
       253	   55630000	     forest	      0.356	        41.457	      3.945	     37.252	      0.000	     16.604	      0.296	      0.000	         0.090	         0.085	      0.633	      0.692	      0.721	      0.535
       254	   55660000	      grass	      0.336	        37.614	      5.509	     40.955	      0.000	     15.386	      0.199	      0.000	         0.001	         0.009	      0.632	      0.692	      0.721	      0.535
       255	   55699998	      grass	      0.340	        37.109	      4.605	     39.760	      0.000	     17.873	      0.242	      0.000	         0.072	         0.083	      0.646	      0.665	      0.670	      0.519
       256	   55790000	      grass	      0.628	        24.243	      4.128	     46.853	      0.000	     23.664	      0.483	      0.000	         0.001	         0.055	      0.652	      0.695	      0.717	      0.530
       257	   55850000	      grass	      0.568	        20.952	      4.716	     48.334	      0.000	     25.271	      0.152	      0.000	         0.008	         0.111	      0.694	      0.688	      0.729	      0.728
       258	   55900000	      grass	      1.017	        22.989	      4.309	     45.918	      0.000	     23.064	      2.695	      0.000	         0.008	         0.042	      0.598	      0.629	      0.622	      0.478
       259	   55920000	      grass	      0.834	        22.776	      4.869	     46.560	      0.000	     24.441	      0.513	      0.000	         0.007	         0.104	      0.562	      0.600	      0.619	      0.477
       260	   55960000	      grass	      0.662	        21.565	      4.947	     47.560	      0.000	     24.917	      0.337	      0.000	         0.011	         0.149	      0.573	      0.611	      0.633	      0.491
       261	   56028000	     forest	      0.200	        51.410	      2.239	     34.771	      0.000	     11.111	      0.268	      0.000	         0.001	         0.028	      0.606	      0.642	      0.653	      0.504
       262	   56055000	     forest	      0.249	        42.832	      1.852	     40.711	      0.000	     13.928	      0.428	      0.000	         0.000	         0.004	      0.695	      0.744	      0.746	      0.556
       263	   56065000	     forest	      0.326	        48.545	      2.124	     35.589	      0.000	     12.680	      0.734	      0.000	         0.003	         0.053	      0.684	      0.738	      0.749	      0.566
       264	   56075000	     forest	      0.224	        49.361	      1.878	     35.729	      0.000	     12.464	      0.343	      0.000	         0.001	         0.036	      0.639	      0.688	      0.703	      0.537
       265	   56085000	      grass	      0.491	        35.398	      3.836	     40.337	      0.000	     15.576	      4.359	      0.000	         0.003	         0.052	      0.646	      0.696	      0.718	      0.554
       266	   56090000	     forest	      0.351	        42.913	      3.126	     39.144	      0.000	     13.977	      0.479	      0.000	         0.010	         0.049	      0.741	      0.748	      0.843	      0.806
       267	   56240000	     forest	      0.372	        62.266	      0.845	     24.932	      0.000	     11.190	      0.191	      0.000	         0.204	         0.365	      0.668	      0.724	      0.789	      0.636
       268	   56335001	     forest	      0.298	        61.565	      0.684	     24.335	      0.000	     11.518	      1.463	      0.000	         0.137	         0.244	      0.648	      0.699	      0.730	      0.572
       269	   56385000	      grass	      0.573	        39.877	      2.452	     40.895	      0.000	     15.611	      0.589	      0.000	         0.003	         0.027	      0.649	      0.702	      0.737	      0.578
       270	   56415000	      grass	      0.408	        35.643	      2.778	     42.664	      0.000	     18.037	      0.470	      0.000	         0.001	         0.021	      0.621	      0.679	      0.740	      0.623
       271	   56484998	      grass	      0.421	        37.709	      2.175	     41.939	      0.000	     17.086	      0.556	      0.000	         0.114	         0.138	      0.614	      0.702	      0.705	      0.585
       272	   56539000	     forest	      0.337	        44.786	      2.261	     36.863	      0.000	     14.936	      0.634	      0.000	         0.183	         0.284	      0.678	      0.728	      0.795	      0.674
       273	   56570000	      grass	      0.362	        35.569	      2.589	     43.539	      0.000	     17.437	      0.487	      0.000	         0.017	         0.027	      0.668	      0.722	      0.778	      0.665
       274	   56610000	     forest	      0.814	        62.114	      1.042	     24.442	      0.000	     10.818	      0.745	      0.000	         0.025	         0.197	      0.632	      0.691	      0.762	      0.645
       275	   56640000	     forest	      0.466	        66.055	      0.132	     22.747	      0.000	     10.392	      0.176	      0.000	         0.034	         0.103	      0.606	      0.621	      0.588	      0.469
       276	   56775000	     forest	      0.422	        50.957	      1.068	     32.171	      0.000	     15.213	      0.157	      0.000	         0.012	         0.084	      0.739	      0.740	      0.807	      0.801
       277	   56800000	     forest	      0.087	        60.997	      1.572	     27.563	      0.000	      9.500	      0.279	      0.000	         0.002	         0.037	      0.613	      0.616	      0.570	      0.457
       278	   56825000	     forest	      0.323	        53.655	      1.292	     31.050	      0.000	     13.399	      0.190	      0.000	         0.091	         0.171	      0.598	      0.615	      0.557	      0.428
       279	   56845000	     forest	      0.194	        53.177	      2.148	     32.033	      0.000	     11.812	      0.624	      0.000	         0.013	         0.062	      0.626	      0.648	      0.587	      0.463
       280	   56846000	     forest	      0.317	        49.833	      2.234	     33.788	      0.000	     13.325	      0.481	      0.000	         0.022	         0.096	      0.588	      0.619	      0.615	      0.473
       281	   56850000	     forest	      0.401	        48.997	      2.062	     33.470	      0.000	     14.076	      0.789	      0.000	         0.205	         0.300	      0.606	      0.623	      0.580	      0.457
       282	   56860000	     forest	      0.203	        57.406	      2.116	     29.114	      0.000	     10.917	      0.243	      0.000	         0.001	         0.015	      0.608	      0.626	      0.581	      0.458
       283	   56870000	     forest	      0.190	        46.966	      3.373	     36.157	      0.000	     13.102	      0.211	      0.000	         0.000	         0.015	      0.619	      0.640	      0.592	      0.480
       284	   56891900	     forest	      0.196	        43.761	      3.690	     35.368	      0.000	     16.759	      0.202	      0.000	         0.023	         0.075	      0.681	      0.703	      0.569	      0.443
       285	   56920000	     forest	      0.359	        45.747	      2.708	     35.025	      0.000	     15.299	      0.686	      0.000	         0.177	         0.257	      0.686	      0.711	      0.580	      0.448
       286	   56940002	      grass	      0.429	        29.582	      2.710	     44.630	      0.000	     21.868	      0.778	      0.000	         0.002	         0.171	      0.746	      0.762	      0.823	      0.774
       287	   56976000	     forest	      0.445	        46.834	      1.285	     35.080	      0.000	     15.780	      0.557	      0.000	         0.018	         0.092	      0.454	      0.637	      0.456	      0.305
       288	   56983000	     forest	      0.411	        51.885	      1.401	     31.319	      0.000	     14.759	      0.220	      0.000	         0.005	         0.017	      0.475	      0.636	      0.430	      0.297
       289	   56990000	      grass	      0.456	        39.146	      2.236	     39.228	      0.000	     18.561	      0.345	      0.000	         0.028	         0.155	      0.574	      0.666	      0.468	      0.330
       290	   56990990	     forest	      0.498	        43.360	      2.427	     36.025	      0.000	     17.353	      0.336	      0.000	         0.001	         0.022	      0.646	      0.725	      0.688	      0.496
       291	   56991500	     forest	      0.588	        40.082	      2.574	     37.772	      0.000	     18.674	      0.310	      0.000	         0.001	         0.017	      0.741	      0.757	      0.815	      0.761
       292	   56992000	      grass	      0.520	        36.996	      3.455	     38.737	      0.000	     20.050	      0.240	      0.000	         0.001	         0.027	      0.428	      0.657	      0.593	      0.400
       293	   56993551	      grass	      0.618	        37.485	      4.433	     38.199	      0.000	     18.952	      0.302	      0.000	         0.012	         0.063	      0.424	      0.663	      0.570	      0.379
       294	   56995500	      grass	      0.559	        33.486	      3.468	     39.450	      0.000	     22.869	      0.158	      0.000	         0.009	         0.104	      0.537	      0.688	      0.564	      0.374
       295	   57130000	     forest	      0.752	        65.540	      3.106	     21.606	      0.000	      8.616	      0.283	      0.000	         0.096	         0.126	      0.502	      0.675	      0.573	      0.381
       296	   57170000	     forest	      0.526	        62.014	      2.169	     24.942	      0.000	     10.226	      0.115	      0.000	         0.009	         0.032	      0.594	      0.665	      0.560	      0.414
       297	   57250000	     forest	      0.191	        75.824	      1.389	     16.366	      0.000	      6.186	      0.044	      0.000	         0.001	         0.007	      0.559	      0.679	      0.675	      0.506
       298	   57300000	     forest	      0.541	        55.468	      3.091	     29.372	      0.000	     10.721	      0.805	      0.000	         0.002	         0.020	      0.742	      0.756	      0.833	      0.788
       299	   57320000	     forest	      0.860	        44.144	      2.766	     37.551	      0.000	     14.397	      0.282	      0.000	         0.000	         0.006	      0.618	      0.748	      0.739	      0.550
       300	   57350000	     forest	      0.473	        53.516	      2.612	     31.139	      0.000	     12.119	      0.137	      0.000	         0.004	         0.017	      0.484	      0.702	      0.636	      0.410
       301	   57360000	      grass	      0.816	        39.870	      2.559	     40.014	      0.000	     15.857	      0.885	      0.000	         0.001	         0.009	      0.546	      0.700	      0.679	      0.483
       302	   57370000	      grass	      0.805	        40.125	      2.857	     40.139	      0.000	     15.307	      0.768	      0.000	         0.001	         0.007	      0.521	      0.754	      0.709	      0.447
       303	   57400000	     forest	      0.678	        43.810	      3.108	     37.710	      0.000	     14.125	      0.567	      0.000	         0.002	         0.011	      0.542	      0.729	      0.734	      0.512
       304	   57420000	     forest	      0.503	        57.857	      1.092	     28.795	      0.000	     11.510	      0.242	      0.000	         0.000	         0.008	      0.479	      0.714	      0.675	      0.426
       305	   57450000	     forest	      0.604	        41.701	      3.167	     39.721	      0.000	     14.309	      0.460	      0.000	         0.038	         0.049	      0.431	      0.704	      0.680	      0.419
       306	   57490000	     forest	      0.461	        55.332	      2.858	     29.168	      0.000	     11.410	      0.754	      0.000	         0.016	         0.048	      0.429	      0.680	      0.582	      0.364
       307	   57550000	     forest	      0.418	        55.864	      3.570	     28.524	      0.000	     10.847	      0.764	      0.000	         0.013	         0.042	      0.400	      0.667	      0.515	      0.313
       308	   57580000	     forest	      0.541	        42.907	      5.362	     36.741	      0.000	     13.383	      1.023	      0.000	         0.042	         0.116	      0.728	      0.743	      0.847	      0.810
       309	   57700000	     forest	      0.505	        52.711	      1.311	     32.606	      0.000	     12.015	      0.850	      0.000	         0.001	         0.012	      0.453	      0.688	      0.650	      0.427
       310	   57720000	     forest	      0.456	        57.423	      1.478	     30.140	      0.000	     10.199	      0.305	      0.000	         0.000	         0.008	      0.407	      0.673	      0.559	      0.342
       311	   57740000	     forest	      0.532	        45.989	      2.020	     38.108	      0.000	     12.710	      0.641	      0.000	         0.000	         0.008	      0.394	      0.679	      0.644	      0.396
       312	   57770000	     forest	      0.523	        42.414	      3.996	     41.245	      0.000	     11.263	      0.559	      0.000	         0.001	         0.008	      0.348	      0.645	      0.496	      0.294
       313	   57830000	      grass	      0.567	        40.310	      3.746	     41.794	      0.000	     12.850	      0.686	      0.000	         0.048	         0.075	      0.375	      0.688	      0.612	      0.354
       314	   57930000	      grass	      0.583	        38.225	      4.893	     42.471	      0.000	     13.155	      0.625	      0.000	         0.049	         0.100	      0.432	      0.740	      0.718	      0.407
       315	   58030000	     forest	      0.355	        51.319	      2.712	     33.748	      0.000	     11.778	      0.088	      0.000	         0.001	         0.005	      0.579	      0.742	      0.808	      0.626
       316	   58060000	     forest	      0.199	        84.633	      0.979	      9.890	      0.000	      4.298	      0.000	      0.000	         0.001	         0.007	      0.387	      0.666	      0.623	      0.347
       317	   58099000	     forest	      0.368	        58.672	      2.227	     27.423	      0.000	      9.088	      0.240	      0.000	         1.982	         0.436	      0.736	      0.752	      0.837	      0.796
       318	   58142200	     forest	      0.195	        70.005	      1.335	     20.862	      0.000	      6.946	      0.641	      0.000	         0.015	         0.065	      0.407	      0.631	      0.484	      0.304
       319	   58183000	     forest	      0.433	        56.019	      2.582	     26.865	      0.000	      9.386	      3.300	      0.000	         1.416	         0.496	      0.480	      0.710	      0.562	      0.354
       320	   58204000	     forest	      0.433	        55.009	      2.979	     27.352	      0.000	      9.557	      3.386	      0.000	         1.286	         0.485	      0.502	      0.714	      0.589	      0.377
       321	   58220000	     forest	      0.121	        60.877	      2.174	     26.726	      0.000	      9.988	      0.114	      0.000	         0.000	         0.000	      0.549	      0.706	      0.632	      0.438
       322	   58258000	     forest	      0.154	        75.436	      0.805	     17.766	      0.000	      5.766	      0.073	      0.000	         0.001	         0.009	      0.501	      0.672	      0.571	      0.398
       323	   58270000	     forest	      0.235	        48.284	      2.360	     36.611	      0.000	     12.402	      0.102	      0.000	         0.008	         0.026	      0.516	      0.689	      0.592	      0.405
       324	   58380001	     forest	      0.387	        53.386	      3.088	     28.872	      0.000	     10.369	      3.033	      0.000	         0.865	         0.440	      0.450	      0.668	      0.549	      0.347
       325	   58405000	     forest	      0.402	        68.158	      0.530	     16.891	      0.000	      9.239	      4.778	      0.000	         0.003	         0.010	      0.433	      0.657	      0.546	      0.339
       326	   58420000	     forest	      0.418	        65.795	      1.428	     19.767	      0.000	      8.935	      3.646	      0.000	         0.013	         0.032	      0.395	      0.642	      0.629	      0.344
       327	   58425000	     forest	      0.442	        63.585	      1.708	     21.290	      0.000	      9.969	      2.996	      0.000	         0.010	         0.033	      0.358	      0.629	      0.580	      0.326
       328	   58434000	     forest	      0.443	        51.986	      2.892	     31.195	      0.000	     13.394	      0.072	      0.000	         0.017	         0.088	      0.368	      0.630	      0.595	      0.329
       329	   58440000	     forest	      0.415	        59.810	      1.774	     23.860	      0.000	     11.737	      2.385	      0.000	         0.019	         0.073	      0.395	      0.666	      0.625	      0.340
       330	   58470000	     forest	      0.163	        54.774	      0.993	     30.471	      0.000	     12.250	      0.300	      0.000	         1.049	         0.895	      0.372	      0.626	      0.547	      0.320
       331	   58480500	     forest	      0.360	        44.896	      1.415	     31.346	      0.000	     14.265	      7.116	      0.000	         0.602	         0.456	      0.350	      0.610	      0.495	      0.290
